stress,mode,policy,runs,geometric_speedup_vs_ordinary,min_speedup,max_speedup
long,resident_seed_batch,existing_cost_gate,240,1.1359769876513117,0.7775645522570431,1.4912578825971003
long,resident_seed_batch,fixed_1,240,0.8086078387036941,0.7450989105524123,0.8760069060439247
long,resident_seed_batch,fixed_2,240,0.9354903884750863,0.7865805258110163,1.064955590159595
long,resident_seed_batch,fixed_3,240,1.0278898268004526,0.6517275437582365,1.4402853429405122
long,resident_seed_batch,fixed_4,240,1.005963462292387,0.6108237523174516,1.4573222685266116
long,resident_seed_batch,fixed_5,240,0.9704687917789327,0.5748866269717874,1.4329544149906515
long,resident_seed_batch,h1,240,1.2039521379668867,0.9682395309754313,1.4996463405821696
long,resident_seed_batch,h2,240,1.2136199636745875,0.962738272641338,1.5385849697332261
long,resident_seed_batch,ordinary,240,1.0,1.0,1.0
long,separate_seed,default,240,1.047313434360039,0.793562769212393,1.2768384269325335
long,separate_seed,existing_cost_gate,240,1.0597238386890608,0.8144767614927647,1.2925675026933536
long,separate_seed,fixed_1,240,0.8086078387036941,0.7450989105524123,0.8760069060439247
long,separate_seed,fixed_2,240,0.9354903884750863,0.7865805258110163,1.064955590159595
long,separate_seed,fixed_3,240,0.9933809502080224,0.7859375221872165,1.162029580210541
long,separate_seed,fixed_4,240,1.0135696878111946,0.7654421086408737,1.2079577243584274
long,separate_seed,fixed_5,240,1.013331943845964,0.7297946399333158,1.2428233165710114
long,separate_seed,h1,240,1.115136534605391,0.9789448790318074,1.3412686338364432
long,separate_seed,h2,240,1.1264658062675759,0.9778996995767189,1.3333225064480414
long,separate_seed,ordinary,240,1.0,1.0,1.0
context_boundary,resident_seed_batch,default,240,1.20778322641605,0.8574566980395579,1.6033217214527888
context_boundary,resident_seed_batch,existing_cost_gate,240,1.179408803072043,0.7750550184953802,1.599288255596696
context_boundary,resident_seed_batch,fixed_1,240,0.832506817505845,0.7678581091533713,0.8912228493172264
context_boundary,resident_seed_batch,fixed_2,240,0.9606416100357434,0.782261029079655,1.096298619186525
context_boundary,resident_seed_batch,fixed_3,240,1.0940983092347007,0.6580482060291378,1.631483887195924
context_boundary,resident_seed_batch,fixed_4,240,1.0699118383151043,0.6143622940943091,1.6703443304553238
